Exchange Date,Portfolio
2006-01-27,1166900.3474701138
2006-01-30,1169704.852009209
2006-01-31,1172299.7750553305
2006-02-01,1170390.9755918405
2006-02-02,1168490.3331057914
2006-02-03,1167164.7539181055
2006-02-06,1170133.4372867993
2006-02-07,1159013.348745114
2006-02-08,1155667.613281703
2006-02-09,1163709.879548291
2006-02-10,1156285.723952706
2006-02-13,1149492.032417792
2006-02-14,1153184.418554155
2006-02-15,1152467.6191456593
2006-02-16,1158243.2221095038
2006-02-17,1162469.5048084569
2006-02-21,1163092.1677779325
2006-02-22,1167126.793066799
2006-02-23,1166794.8215646332
2006-02-24,1170591.538585104
2006-02-27,1168835.82575251
2006-02-28,1173178.565993739
2006-03-01,1171497.6251633912
2006-03-02,1170736.492655251
2006-03-03,1165004.2672429504
2006-03-06,1156561.2164803247
2006-03-07,1150951.7620546895
2006-03-08,1145946.4269416041
2006-03-09,1148628.1751911046
2006-03-10,1146709.4727180635
2006-03-13,1150468.2176739075
2006-03-14,1160031.259928842
2006-03-15,1160702.142605523
2006-03-16,1166493.2663133065
2006-03-17,1165351.6006194532
2006-03-20,1167918.6793279413
2006-03-21,1160667.7907863467
2006-03-22,1162311.0130616606
2006-03-23,1158112.9363205915
2006-03-24,1166542.6108616889
2006-03-27,1166928.061771489
2006-03-28,1159401.4740636493
2006-03-29,1160851.805625249
2006-03-30,1166574.953782796
2006-03-31,1164547.9064122185
2006-04-03,1169459.391988603
2006-04-04,1170635.1718124049
2006-04-05,1174847.2665316141
2006-04-06,1174820.8666384246
2006-04-07,1165439.3689736326
2006-04-10,1167625.7923130614
2006-04-11,1166673.7780778394
2006-04-12,1163317.906377792
2006-04-13,1160005.5924513938
2006-04-17,1168316.8141551013
2006-04-18,1176722.269234816
2006-04-19,1180721.3839603537
2006-04-20,1173377.901792342
2006-04-21,1184215.1857022813
2006-04-24,1181483.6894783464
2006-04-25,1179085.9915445482
2006-04-26,1181697.0574024466
2006-04-27,1180955.319605238
2006-04-28,1188093.653383279
2006-05-01,1186241.4901476644
2006-05-02,1194217.8565150148
2006-05-03,1190825.9199193097
2006-05-04,1193657.68915335
2006-05-05,1201110.6948020447
2006-05-08,1202955.8262024443
2006-05-09,1208178.6801977858
2006-05-10,1209659.1920791606
2006-05-11,1206101.049537451
2006-05-12,1196845.9904229003
2006-05-15,1187156.9102962262
2006-05-16,1192639.4295538503
2006-05-17,1183308.1941714995
2006-05-18,1189012.2653939489
2006-05-19,1182038.8796521653
2006-05-22,1175769.7511927695
2006-05-23,1176310.1212770473
2006-05-24,1170963.9180638813
2006-05-25,1173732.0105159006
2006-05-26,1180091.4844447137
2006-05-30,1175277.7828151996
2006-05-31,1169053.117227737
2006-06-01,1168940.6570177367
2006-06-02,1182268.900378532
2006-06-05,1178301.4019508131
2006-06-06,1173484.6191397458
2006-06-07,1168891.04234553
2006-06-08,1163476.725432334
2006-06-09,1165430.8665139023
2006-06-12,1161734.7702424345
2006-06-13,1147626.5304414798
2006-06-14,1143064.8906652366
2006-06-15,1149390.372617651
2006-06-16,1150139.458520448
2006-06-19,1143751.8321484036
2006-06-20,1145153.824586242
2006-06-21,1150584.8398892283
2006-06-22,1147796.7637523725
2006-06-23,1145708.134166273
2006-06-26,1145997.2613675394
2006-06-27,1146243.6624440993
2006-06-28,1142694.0362799389
2006-06-29,1155900.1983382783
2006-06-30,1170992.2958046969
2006-07-03,1175520.2214520744
2006-07-05,1166938.3562217322
2006-07-06,1173143.3112378113
2006-07-07,1176714.7089674487
2006-07-10,1176678.5541282801
2006-07-11,1182383.0029948093
2006-07-12,1182633.7120797115
